fund,fund_raw,line_item,adopted_amount,fiscal_year,is_total_row
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education and Government,2282175.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,"Resiliency, Energy, Efficiency, and Sustainability 0",9791895.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,4797042.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,SA: Ready to Work,51452747.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1663202.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Operating,55114325.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,10581691.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1304645.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy Preservation and Mitigation,6363682.0,2024,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,480090986.0,2024,True
Enterprise Funds,ENTERPRISE FUNDS,Airport Operating and Maintenance,135047125.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,14399092.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Passenger Facility Charge,20354786.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Teminal Development Program 0,40697198.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,49761656.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,2751928.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Parking Operating and Maintenance,10169988.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating and Maintenance,151595221.0,2024,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,424776994.0,2024,True
Trust Funds,TRUST FUND,City Cemeteries,288873.0,2024,False
Trust Funds,TRUST FUND,TOTAL TRUST FUND,288873.0,2024,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Management Services,29440720.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage,10451260.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower Lease Payment,2497018.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal and Replacement,52111640.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,28967845.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,58979674.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,87915120.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing and General Services,12418199.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insuranace Funds,242605687.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,525387163.0,2024,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,380151198.0,2024,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Service Funds,377173026.0,2024,False
General Fund,GENERAL FUND,Current Property Tax,481670438.0,2025,False
General Fund,GENERAL FUND,City Sales Tax,415158541.0,2025,False
General Fund,GENERAL FUND,CPS Energy,454970000.0,2025,False
General Fund,GENERAL FUND,Business and Franchise Tax,15530444.0,2025,False
General Fund,GENERAL FUND,Liquor by the Drink Tax,13365275.0,2025,False
General Fund,GENERAL FUND,Delinquent Property Tax,2755210.0,2025,False
General Fund,GENERAL FUND,Penalty and Interest on Delinquent Taxes,2743000.0,2025,False
General Fund,GENERAL FUND,Licenses and Permits,13064544.0,2025,False
General Fund,GENERAL FUND,San Antonio Water System,34605128.0,2025,False
General Fund,GENERAL FUND,Other Agencies,6360672.0,2025,False
General Fund,GENERAL FUND,General Government,3076204.0,2025,False
General Fund,GENERAL FUND,Public Safety,51665927.0,2025,False
General Fund,GENERAL FUND,Highways/Streets/Sanitation,1305102.0,2025,False
General Fund,GENERAL FUND,Health,2941212.0,2025,False
General Fund,GENERAL FUND,Recreation and Culture,16803372.0,2025,False
General Fund,GENERAL FUND,Fines,10071575.0,2025,False
General Fund,GENERAL FUND,Sale of Property,7853577.0,2025,False
General Fund,GENERAL FUND,Use of Money and Property,2324016.0,2025,False
General Fund,GENERAL FUND,Interest on Time Deposits,20014469.0,2025,False
General Fund,GENERAL FUND,Recovery of Expenditures,3399396.0,2025,False
General Fund,GENERAL FUND,Miscellaneous,1053582.0,2025,False
General Fund,GENERAL FUND,Interfund Charges,2000000.0,2025,False
General Fund,GENERAL FUND,Transfers,54722133.0,2025,False
General Fund,GENERAL FUND,TOTAL GENERAL FUND,1617453817.0,2025,True
Special Revenue Funds,SPECIAL REVENUE FUNDS,Advanced Transportation District,26287853.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Arts and Culture,12998252.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Child Safety,2908468.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Community and Visitor Facilities,64897135.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Confiscated Property,751506.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention Center Lease Payment,37951463.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Convention and Sports Facilities State Reimbursement,18052495.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Economic Development Incentive,2948134.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Energy Efficiency,1774101.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Golf Course Operating and Maintenance,1722423.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel Occupancy Tax,89387985.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Hotel/Motel 2% Revenue,25174718.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Inner City Incentive,962341.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Truancy Intervention and Prevention,694826.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Security,465657.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Municipal Court Technology,897359.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Parks Environmental,11508003.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Pre-K 4 SA,58369683.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Public Education and Government,1995828.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,"Resiliency, Energy, Efficiency, and Sustainability",10212653.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Right of Way,5572556.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,SA: Ready to Work,56087859.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,776808.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Starbright Industrial Development Corporation,1661811.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Operating,56052421.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Storm Water Regional Facilities,8959849.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tax Increment Financing,1555427.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,Tree Canopy Preservation and Mitigation,6968612.0,2025,False
Special Revenue Funds,SPECIAL REVENUE FUNDS,TOTAL SPECIAL REVENUE FUNDS,507596226.0,2025,True
Enterprise Funds,ENTERPRISE FUNDS,Airport Operating and Maintenance,165660170.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,18147418.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Passenger Facility Charge,22244485.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Terminal Development Program 0,139747858.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,49329246.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,3000856.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Parking Operating and Maintenance,10049041.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating and Maintenance,158668780.0,2025,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,566847854.0,2025,True
Trust Funds,TRUST FUND,City Cemeteries,295966.0,2025,False
Trust Funds,TRUST FUND,TOTAL TRUST FUND,295966.0,2025,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Capital Management Services,30702418.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower and Garage,14075966.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,City Tower Lease Payment,3934396.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Equipment Renewal and Replacement,56677471.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Facility Services,29944202.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Fleet Services,59719697.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Information Technology Services,92375862.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Purchasing and General Services,13024353.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Self Insurance Funds,260844775.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,TOTAL INTERNAL SERVICE FUNDS,561299140.0,2025,True
Internal Service Funds,INTERNAL SERVICE FUNDS,Grants,373060863.0,2025,False
Internal Service Funds,INTERNAL SERVICE FUNDS,Debt Service Funds,391976268.0,2025,False
General Fund,General Fund,GENERAL FUND FY,2026.0,2026,False
General Fund,General Fund,Current Property Tax,472393971.0,2026,False
General Fund,General Fund,City Sales Tax,419235221.0,2026,False
General Fund,General Fund,Business and Franchise Tax,427887683.0,2026,False
General Fund,General Fund,Liquor by the Drink Tax,175249944.0,2026,False
General Fund,General Fund,Delinquent Property Tax,2755210.0,2026,False
General Fund,General Fund,Advanced Transportation District,30186649.0,2026,False
General Fund,General Fund,Penalty and Interest on Delinquent Taxes,2743000.0,2026,False
General Fund,General Fund,Licenses and Permits,13007290.0,2026,False
General Fund,General Fund,San Antonio Water System,3050522.0,2026,False
General Fund,General Fund,Other Agencies,65644154.0,2026,False
General Fund,General Fund,Confiscated Property,1296169.0,2026,False
General Fund,General Fund,General Government,3572601.0,2026,False
General Fund,General Fund,Public Safety,4389716.0,2026,False
General Fund,General Fund,Highways/Streets/Sanitation,8419514.0,2026,False
General Fund,General Fund,Health,3203643.0,2026,False
General Fund,General Fund,Recreation and Culture,17736718.0,2026,False
General Fund,General Fund,Fines,1104050.0,2026,False
General Fund,General Fund,Miscellaneous Revenue Hotel Occupancy Tax,85807667.0,2026,False
General Fund,General Fund,Sale of Property,24346229.0,2026,False
General Fund,General Fund,Use of Money and Property,2445770.0,2026,False
General Fund,General Fund,Inner City Incentive,1690304.0,2026,False
General Fund,General Fund,Interest on Time Deposits,18279944.0,2026,False
General Fund,General Fund,Recovery of Expenditures,891322.0,2026,False
General Fund,General Fund,Miscellaneous,728491.0,2026,False
General Fund,General Fund,Interfund Charges,899265.0,2026,False
General Fund,General Fund,Transfers,55341274.0,2026,False
General Fund,General Fund,Parks Environmental,15759913.0,2026,False
General Fund,General Fund,TOTAL GENERAL FUND,1652377121.0,2026,True
General Fund,General Fund,SPECIAL REVENUE FUNDS Pre-K 4 SA,60522244.0,2026,False
General Fund,General Fund,Advanced Transportation District,4050506.0,2026,False
General Fund,General Fund,Arts and Culture,10380621.0,2026,False
General Fund,General Fund,Child Safety,3048288.0,2026,False
General Fund,General Fund,Community and Visitor Facilities,6818218.0,2026,False
General Fund,General Fund,Confiscated Property,6666703.0,2026,False
General Fund,General Fund,Convention Center Lease Payment,44868677.0,2026,False
General Fund,General Fund,Convention and Sports Facilities State Reimbursement,1813700.0,2026,False
General Fund,General Fund,Starbright Industrial Development Corporation,1661825.0,2026,False
General Fund,General Fund,Economic Development Incentive,2583195.0,2026,False
General Fund,General Fund,Energy Efficiency,59797326.0,2026,False
General Fund,General Fund,Golf Course Operating and Maintenance,11661608.0,2026,False
General Fund,General Fund,Hotel Occupancy Tax,1218840.0,2026,False
General Fund,General Fund,Hotel/Motel 2% Revenue,24346229.0,2026,False
General Fund,General Fund,Towing 0 0 0,22401379.0,2026,False
General Fund,General Fund,Inner City Incentive,1690304.0,2026,False
General Fund,General Fund,Municipal Court Truancy Intervention and Prevention,6265092.0,2026,False
General Fund,General Fund,Municipal Court Technology,788997.0,2026,False
General Fund,General Fund,Parks Environmental,15705549.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Pre-K 4 SA,57380308.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Public Education and Government,169365969.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,"Resiliency, Energy, Efficiency, and Sustainability",17698651.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Right of Way,21793392.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,SA: Ready to Work,29255706.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Terminal Development Program,63798366.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Riverwalk,847550.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Starbright Industrial Development Corporation,49060973.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Storm Water Operating,2844558.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Storm Water Regional Facilities,10024716.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Tax Increment Financing,1457599.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Towing 0 0 0,161994072.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Tree Canopy Preservation and Mitigation,496580697.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL SPECIAL REVENUE FUNDS,476845356.0,2026,True
Enterprise Funds,ENTERPRISE FUNDS,Airport Operating and Maintenance,169365969.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,City Cemeteries,318693.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Customer Facility Charge,17698651.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Passenger Facility Charge,318693.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Airport Terminal Development Program,63798366.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Development Services,41639648.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Market Square,2550004.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Capital Management Services,32357605.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Parking Operating and Maintenance,10815489.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Solid Waste Operating and Maintenance,15802552.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL ENTERPRISE FUNDS,4963300.0,2026,True
Enterprise Funds,ENTERPRISE FUNDS,TRUST FUND Equipment Renewal and Replacement,68160075.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,City Cemeteries,292240.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Facility Services,32024743.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL TRUST FUND,292240.0,2026,True
Enterprise Funds,ENTERPRISE FUNDS,INTERNAL SERVICE FUNDS Fleet Services,59699377.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Capital Management Services,94208975.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,City Tower and Garage,15185580.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,City Tower Lease Payment,4963300.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Equipment Renewal and Replacement,285020425.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Fleet Services,57477586.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Purchasing and General Services,14485858.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Self Insurance Funds,288428302.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,TOTAL INTERNAL SERVICE FUNDS,596792036.0,2026,True
Enterprise Funds,ENTERPRISE FUNDS,Grants,175249944.0,2026,False
Enterprise Funds,ENTERPRISE FUNDS,Debt Service Funds,388173365.0,2026,False
